Title,Ideology,Country,URL,TWHandle,TWSim,YTId,YTUser
New Boston Post,Right,NA,https://newbostonpost.com,newbostonpost,1,UC9ay-pHGbeRgsbaGSbplTZA,
New Europe,Left-center,NA,https://www.neweurope.eu,new_europe,0.9473684211,UCHPHxLfoCXAEdei0wDNsdjg,neweuropetv
New Hampshire Union Leader,Right,USA,https://www.unionleader.com,unionleader,1,UCEJSmoS5ItcsFZHejE0AoJQ,NHUnionLeader
New Haven Register,Left-center,USA,https://www.nhregister.com,nhregister,1,UCnUHnsMicNtKYf-VV2H9J3A,
New Internationalist,Left,United Kingdom,https://newint.org,newint,1,UCMmyuYx0_fHRLMXVcK8YfHw,newinternationalist
New Left Review,Left-center,United Kingdom,https://newleftreview.org,newleftreview,1,,
New Matilda,Left-center,NA,https://newmatilda.com,newmatilda,1,UCTVV2EzPF3XxHbGrvNWNIew,
New Moderate,Left-center,NA,https://newmoderate.com,rickbayan,0.1,,
New Politics Magazine,Left,NA,https://newpol.org,newpoliticsmag,0.6,,
New Republic,Left,USA,https://newrepublic.com,newrepublic,1,UCMou8jEaN0213UcOS2-yuFw,NewRepublic1914
New Revolution Now,Right,NA,http://www.newrevolutionnow.org,nrnpac,0.2727272727,UCac8YoZW1nzs74YXUQf1AXw,NewRevolutionNow
New Statesman,Left,United Kingdom,https://www.newstatesman.com,newstatesman,1,UC2DHAQOeEg-Z-4trARDXHRA,NewStatesmanMagazine
New York Amsterdam News,Left,USA,http://amsterdamnews.com,nyamnews,0.5714285714,UClzkyoMAIXGAYh-mAuLoKAQ,
New York Daily News,Left-center,USA,https://www.nydailynews.com,nydailynews,1,UCx-h2AWPCBJEqzH9HXe2ZIA,nydailynews
New York Magazine,Left,USA,https://nymag.com,nymag,1,UCJNMUA0J-hgaTmiNEYZf2Jw,NewYorkMagazine
New York Post,Right-center,USA,https://nypost.com,nypost,1,UCrvhNP_lWuPIP6QZzJmM-bw,nypost
New York Times,Left-center,USA,https://www.nytimes.com,nytimes,1,UChRG1acLA7vtOav58bGpGEw,
New Zealand Herald,Center,New Zealand,https://www.nzherald.co.nz,nzherald,1,UCG0xyRVgb5Yf1lvQxkRrYYQ,nzheraldtv
News and Guts,Left-center,USA,https://www.newsandguts.com,newsandguts,1,UCImUn-G_rzOyjKoE498bjDg,
News and News,Center,USA,https://newsandnews.com,realnewsandnews,0.8461538462,UCH_z7HOn4yP5Z3iO6jXVT9g,
News Channel 4 (KFOR.com),Left-center,NA,https://kfor.com,kfor,1,UCEUYiWFyzpEBMZ3aG7ud7xg,
News Corpse,Left,NA,https://newscorpse.com,newscorpse,1,,
News Gazette,Right-center,USA,https://www.news-gazette.com,news_gazette,0.9166666667,UCnDOlyvsDajQC71eotPbwaw,thenewsgazette
News Heist,Right-center,NA,https://newsheist.com,thenewsheist,0.8571428571,UCu8IFS9u0d9MAKAWnCmJ4kw,
News Rescue,Right-center,NA,https://newsrescue.com,newsrescue,1,,
News.com.au,Right-center,Australia,https://www.news.com.au,newscomauhq,0.5333333333,UCtWWry0cgjWi9C0Ye9sh6og,
News24 (South Africa),Center,South Africa,https://www.news24.com,news24,1,UC_vRepQuzI527GtEP1pGYZw,News24Video
NewsBusters,Right,USA,https://www.newsbusters.org,newsbusters,1,UCpugeZUO4F8H7YC_H_EDirA,MRCTVdotOrg
Newsday,Left-center,USA,https://www.newsday.com,newsday,1,UCZJRpE5Snd7mq0_-F8FQDeg,newsday
Newsela,Center,USA,https://newsela.com,newsela,1,UCPWbr_l57rD-WN6913EYcQw,Newsela
Newsguard,Center,USA,https://www.newsguardtech.com,newsguardrating,0.7142857143,,
NewsHounds,Left,NA,http://www.newshounds.us,newshounds,1,UCWOX8hUe00Qj-OV_GeyHdGA,cheldemedo
Newsmax,Right,USA,https://www.newsmax.com,newsmax,1,UCx6h-dWzJ5NpAlja1YsApdg,NewsmaxTV
NewsNet (YourNewsNet.com),Center,USA,https://yournewsnet.com,yournewsnet,1,UCXtloxU-qZmkBpQxH4OPx8A,
NewsNow,Center,UK,https://www.newsnow.co.uk,newsnowuk,0.875,,
NewsOne,Left,USA,https://newsone.com,newsone,1,UCWlmdeVRfcRsdHXVZ1wQeeg,
Newsweek,Left,USA,http://www.newsweek.com,newsweek,1,UC2a35q7eyzkfoIusBzdH4Hw,NewsweekVideo
Newsy,Left-center,USA,https://www.newsy.com,newsy,1,UCTln5ss6h6L_xNfMeujfPbg,NewsyHub
NewzJunky.com,Center,USA,https://www.newzjunky.com,newzjunky,1,UCJr00l-lC4QMI1yC0cwxWAQ,newzTV
NextGov,Center,NA,https://www.nextgov.com,nextgov,1,UCAGb-L9yT0S_FiaBqgEvzGg,nextgovYT
NHK World,Center,NA,https://www.nhk.or.jp,nhkworld_news,0.3,UCSPEjw8F2nQDtmUKPFNF7_A,NHKWorld
Nikkei Asian Review,Right-center,Japan,https://asia.nikkei.com,nar,0.2222222222,UCg5HQ8yI3f43ogvFJyVMfhQ,NikkeiAsia
Niskanen Center,Center,NA,https://www.niskanencenter.org,niskanencenter,1,UCCzAM8CDSHOzTXEY_XUdrvw,
NK News,Center,NA,https://www.nknews.org,nknewsorg,0.8,UCz5Nf5Eb7EQul1mLqrRwliw,
No Labels,Center,NA,https://www.nolabels.org,nolabelsorg,0.8421052632,UCdFZ5b8bpOLRgbOATyPRtdw,nolabelsorg
NOLA,Left-center,NA,https://www.nola.com,nolanews,0.6666666667,UC5Y52fCWFDJh-4wkgSH4wDQ,noladotcom
Noozhawk,Center,NA,https://www.noozhawk.com,noozhawk,1,UCKwO-kthgHV-rKymcN91l3A,
NOQ Report,Right,USA,https://noqreport.com,noqreport,1,UCcwb3WPw-yrwVYPsALdlZGg,
Norfolk Daily News,Center,USA,https://norfolkdailynews.com,norfolknews,0.8148148148,UC7WJI0OeFU9zHKxLPjkSdXQ,ndnvideos
North Korea Times,Center,Australia,https://www.northkoreatimes.com,northkoreatimes,1,,
North99,Left,Canada,https://north99.org,wearenorth99,0.7368421053,,
Northwest Florida Daily News,Center,USA,https://www.nwfdailynews.com,nwfdailynews,1,UCAQj9y-tgPAvVuXBinjVxaA,nwfdn
Northwest Indiana Times,Center,NA,https://www.nwitimes.com,nwi,0.5454545455,UCz7vEV6--eVhbISSds5Ze0Q,nwitimestv
Novinite,Center,NA,https://www.novinite.com,novinite_com,0.8,UCiTaCwsWPUyk7x7TTH_2wLw,
Now Magazine,Left,NA,https://nowtoronto.com,nowtoronto,1,UCPF3W6u4chey4aaE6oCB7Bw,NOWToronto
NPR (National Public Radio),Left-center,USA,https://www.npr.org,npr,1,UCJnS2EsPfv46u1JR8cnD0NA,npr
NRA – Institute for Legislative Action,Right,USA,https://www.nraila.org,nra,0.6666666667,UCZr49eSL2aHQ_41476IrkbA,NRAVideos
NTD TV (New Tang Dynasty),Right-center,USA,https://www.ntd.com,news_ntd,0.5454545455,UCgFP46yVT-GG4o1TgXn-04Q,NTDTV
NTK Network,Right,USA,https://ntknetwork.com,ntknewsportal,0.6956521739,UCJlMsN7HPbyywteQ1mk-c2Q,
Numbers USA,Right,NA,https://www.numbersusa.com,numbersusa,1,UC0hVVwpx_zoLEuKI8bOgFdg,numbersusa
OC Weekly,Left-center,NA,http://www.ocweekly.com,ocweekly,1,UC9HXxZmevp8y0h0cVW28VYA,OCWeeklyST
Occupy Independents,Left-center,USA,https://www.occupyindependents.com,occupyind,0.6666666667,,
Occupy.com,Left,USA,https://www.occupy.com,occupy,1,UCKFyxRML4e78QPlFxOEYOIg,Occupycom
Odessa American,Right-center,NA,https://www.oaoa.com,odessaamerican,0.3333333333,UCnL-Z_1qsRp6iCKw9eIIs0g,
Offgrid Survival,Right,NA,https://offgridsurvival.com,offgridsurvival,1,UCH1ninS8qFGytetS_NgFIZQ,offgridsurvivalist
Oil and Water Don’t Mix,Left-center,NA,https://www.oilandwaterdontmix.org,oilwaterdntmix,0.875,UCMY1ixGQfZeS06KQENCpXtA,oilandwaterdontmix
OilPrice,Center,United Kingdom,https://oilprice.com,oilandenergy,0.4,UC3WdjmYYg8OQnHg3iT3DhrA,
Omaha World Herald,Right-center,USA,https://www.omaha.com,owhnews,0.3333333333,,
One America News Network,Right,USA,https://www.oann.com,oann,1,UCNbIDJNNgaRrXOD7VllIMRQ,
One Angry Gamer,Right,USA,https://www.oneangrygamer.net,oneangrygamerhd,0.9285714286,,
One Green Planet,Left,USA,https://www.onegreenplanet.org,onegreenplanet,1,UCld18HGYytSxZG4U5HUfelg,
OneEighty,Center,NA,http://180report.com,180report,1,,
OneIndia,Left-center,NA,https://www.oneindia.com,oneindia,1,UCqTa3sNT6SfiQ2DQK_kuWlA,
OneNewsNow,Right,USA,https://onenewsnow.com,onenewsnowcom,0.8695652174,,
Ontario Proud,Right,Canada,https://ontarioproud.ca,ontarioisproud,0.9230769231,UC_rB7o-xToWKSpCtJDC5Kng,
OpEdNews (OEN),Left,NA,https://www.opednews.com,opednews,1,UCaqSSFjgwFInvYpwq-V-7sw,robkall
Open Doors,Right-center,USA,https://www.opendoorsusa.org,opendoors,0.8571428571,UCQdya7nKDG5cjP5oDRIqEtg,OpenDoorsUSA
Open the Government,Center,NA,https://www.openthegovernment.org,openthegov,0.7407407407,,
openDemocracy,Left-center,United Kingdom,https://www.opendemocracy.net,opendemocracy,1,UCKTPks8QcY-i8l7YeW5OdjA,
Opposing Views,Left-center,USA,https://www.opposingviews.com,opposingviews,1,,
OpsLens,Right,NA,http://opslens.com,opslens,1,UCpTPf6kHqNjceRjCLUgBO2g,
Orange County Register,Center,USA,https://www.ocregister.com,ocregister,1,UCBuw3F9B-zT9clk1hIizKNg,ocregistercomm
Oregonian,Right-center,USA,https://www.oregonlive.com,oregonian,0.7368421053,UCEuMQ0H-7VYfox21BvmjjsQ,oregoniannews
Orlando Sentinel,Left-center,USA,https://www.orlandosentinel.com,orlandosentinel,1,UC-MCjIJ5Wo61YyzJjC7Mh7w,OrlandoSentinel
Ottawa Citizen,Right-center,Canada,https://ottawacitizen.com,ottawacitizen,1,UCYYSLCzDmmED5hnYcFmKimA,ottcitizen
Ottawa Sun,Right-center,Canada,https://ottawasun.com,ottawasuncom,0.8571428571,UCEFneExC3GZeiVztRuRRe0w,
Our World In Data,Left-center,United Kingdom,https://ourworldindata.org,ourworldindata,1,UCV4U6_YCa_k9kb8F64mCdKQ,
Out Magazine,Left,USA,https://www.out.com,outmagazine,0.4285714286,,
Outside The Beltway,Left-center,NA,https://www.outsidethebeltway.com,otbtweets,0.2307692308,,
Oyez Project,Center,NA,https://www.oyez.org,oyez,1,UCb-_OxkZpbLtOlZ3DdQ6Xxg,
Ozy Media,Left-center,NA,https://www.ozy.com,ozy,1,UCyF0994XbriKL_Vss0fTUMw,OZYVIDEO
Pacific Daily News,Center,Guam,https://www.guampdn.com,guamnews_pdn,0.7368421053,UCzH09r_HvAzAtGFEO3FBSQA,GuamPacificDailyNews
Pacific Research Institute,Right-center,USA,https://www.pacificresearch.org,pacificresearch,1,UC948XYTk1SGyH6QHMLKu20g,pacificresearch1
Pacific Standard Magazine,Left-center,USA,https://psmag.com,pacificstand,0.3529411765,UCex4lePqxGTCyr1rgKGf_MQ,MillerMcCune
Palm Beach Daily News,Left-center,USA,https://www.palmbeachdailynews.com,shinysheet,0.1428571429,,
Palmer Report,Left,USA,https://www.palmerreport.com,palmerreport,1,,
PanAm Post,Right,USA,https://panampost.com,panampost,0.8571428571,UC-tE6zWn-8KB73fmtLc-6zw,PanAmPost
Paste Magazine,Left,NA,https://www.pastemagazine.com,pastemagazine,1,UC_PscE_7n8SiMspieMGMK_A,PasteMagazineOnline
Patch,Center,USA,https://patch.com,patchtweet,0.6666666667,,
Patheos,Center,USA,https://www.patheos.com,patheos,1,UC5u2f85lX38wm6NEne5pXFw,
Patriot News Daily,Right,USA,http://patriotnewsdaily.com,patnewsdaily,0.8571428571,,
Patriot Retrot,Right,USA,http://patriotretort.com,diannyrants,0.25,,
Patriotic Millionaires,Left-center,NA,https://patrioticmillionaires.org,patrioticmills,0.8,UC0uEHrdcSSo6mloXnPs9ycA,
PBS NewsHour,Left-center,USA,https://www.pbs.org,pbs,1,UCgyeJxD05YnoDquRMNBfBqw,PBS
Peacock Panache,Left,USA,https://www.peacock-panache.com,peacockpanache,0.9655172414,UCn7b6PCehgg4ZNh5NDcmy9g,
Peninsula Daily News,Right-center,NA,https://www.peninsuladailynews.com,pendailynews,0.8,UCyirpHoo1HYcJuwb6tolnmQ,pendailynews
Pensacola News Journal,Center,NA,https://www.pnj.com,pnj,1,UCT67SxyfXMU437meyfu0gEg,
People for the American Way (PFAW),Left,NA,https://www.pfaw.org,peoplefor,0.3076923077,UCOEqEhNpKnvLoiexhKo05kg,PFAWdotorg
People Magazine,Left,USA,https://people.com,people,1,UCGbQJy-531_5vfphay-rChQ,people
Peoria Journal Star,Center,USA,https://www.pjstar.com,pjstar,1,UCwbrOORtz2cBQ2UMvYz0r0w,pjstarcom
Peterson Foundation,Center,NA,https://www.pgpf.org,pgpfoundation,0.4705882353,UCS7F80GsYpXV0k8I9jSt6PQ,pgpfoundation
Peterson Institute for International Economics,Center,NA,https://www.piie.com,piie,1,UCRnLlxwOaxeplsJ8On583Vw,PetersonInstitute
Pew Research,Center,USA,https://www.pewresearch.org,pewresearch,1,UCwbQkZf9gjqDvbK4_H6qAOw,PewResearchCenter
Philadelphia Tribune,Left-center,NA,https://www.phillytrib.com,phillytrib,1,UCaIU-UJWpDScEI9yIukPmDw,
Philippine Daily Inquirer,Left-center,NA,https://www.inquirer.net,inquirerdotnet,0.7272727273,UCvRAX-ujvZ0eTMLGG2vki9w,inquirernews
Philly Voice,Left-center,USA,https://www.phillyvoice.com,thephillyvoice,0.88,UCqV-CJLa5ZBQUcLYlMo0bWw,
Phoenix New Times,Left-center,USA,https://www.phoenixnewtimes.com,phoenixnewtimes,1,,
PinkNews,Left,United Kingdom,https://www.pinknews.co.uk,pinknews,1,UCQLRK5wiWGmzp4dnFt0arwA,
Pittsburgh Tribune Review,Right-center,USA,https://triblive.com,triblive,1,UCgLk1q8n7VDB45ixQQYxseg,TribLIVE
Places Journal,Center,NA,https://placesjournal.org,placesjournal,1,,
Pocono Record,Center,USA,https://www.poconorecord.com,poconorecord,1,UC9Y9isQRah3-7c7GCUf7ntg,thepoconos
PolicyEd,Right-center,NA,https://www.policyed.org,policy_ed,0.9411764706,UCFKrfZXPHx5URnspnfM8lpQ,
Politcalite UK,Right,United Kingdom,https://www.politicalite.com,politicalite,1,UC453nTnVCgRKGYaiwoXhSrQ,
Political Critique,Left-center,NA,http://politicalcritique.org,londonpc,0.16,UCJ9vnyjjj0cJ7Ij7cXVkdpw,
Political Dig,Left,USA,https://politicaldig.com,politicaldig,1,,
Political Tribune (DC Tribune),Left,USA,https://politicaltribune.org,politribune,0.8148148148,,
Political Wire,Center,USA,https://politicalwire.com,politicalwire,1,,
Politichicks,Right,NA,https://politichicks.com,thepolitichicks,0.8888888889,UCDESdSXe3Y0YhercgjrzVYQ,
Politico,Center,USA,https://www.politico.com,politico,1,UCgjtvMmHXbutALaw9XzRkAg,thepolitico
Politics That Work,Left-center,USA,http://politicsthatwork.com,poliwork,0.6666666667,UC64ejZ2GdKn9r3b04S7Acjg,
PoliticusUSA,Left,USA,https://www.politicususa.com,politicususa,1,UCRDvr6eCqkvN8SoZLGc_PGQ,sarahrjones71
PolitiFact,Center,USA,https://www.politifact.com,politifact,1,UCfyYK3GqcotDIAjcoReK3Hg,PolitiFact
Politifeed,Right,NA,https://politifeed.net,realpolitifeed,0.8333333333,UCQ-KV5YoYZ-TDhdgbifJJkg,
Politizoom,Left,USA,https://politizoom.com,politizoom,1,UCSxCtu4groYcYi_2rk5-xdg,
Polygon,Left-center,USA,https://www.polygon.com,polygon,1,UCuVxaQDraOja6xKidcmoufA,polygon
Polygraph.info,Center,NA,https://www.polygraph.info,polygraphinfo,0.8181818182,,
Popular Information,Left,USA,https://popular.info,juddlegum,0.25,,
Popular Resistance,Left,NA,https://popularresistance.org,popresistance,0.8666666667,UCQXtGbmY2X1XnAwJCKyUdqg,
Population Connection,Left-center,NA,https://www.populationconnection.org,popconnect,0.5882352941,UClGtv8QBGX05Q8s8a83Xpmg,populationconnection
Populist Wire,Right,NA,https://www.populistwire.com,populistwire,1,UCrgHhNGCL8TKd6RXdxWAh5Q,
Portland Press Herald,Left-center,NA,https://www.pressherald.com,pressherald,1,UC0sPBv78fAj46b_AaU159qQ,
Portland Tribune,Left-center,USA,https://pamplinmedia.com,theportlandtrib,0.2222222222,UCc98jm0N5xY0b_5zUCnb5Kg,PortlandTribune
Positive News,Left-center,NA,https://www.positive.news,positivenewsuk,0.7272727273,UCv7ceR0qBvB3cG2LRh96v3Q,
Post Bulletin,Right-center,NA,https://www.postbulletin.com,pb_news,0.2105263158,UCcXWldkGVrfEUCJjKyvKgvQ,
Power Line,Right,USA,https://www.powerlineblog.com,pline2020,0.4545454545,,
Poynter Institute,Center,USA,https://www.poynter.org,poynter,1,UCXiPS-hRRbycfMWkwM60ThQ,poynterinstitute
PR Newswire,Center,NA,https://prnewswire.mediaroom.com,prnewswire,1,UCTeTdE0ZgK4CPjhVN6IJ-mA,CisionNA
Pravda Report,Left,NA,https://www.pravdareport.com,engpravda,0.5714285714,UCLh3CUymJDXbXXmLZtLtQwA,PravdaTV
Press Progress,Left,Canada,https://pressprogress.ca,pressprogress,1,UCIPGLy8do4qmWgYs6_TTX0Q,pressprogress
Press Watch,Left,USA,https://presswatchers.org/,froomkin,0.09523809524,,
Private Eye,Left-center,United Kingdom,https://www.private-eye.co.uk,privateeyenews,0.8,UCAhOxYhm7uO0j-W8ubTTweQ,PrivateEyeNews
ProCon.org,Center,USA,https://www.procon.org,procon_org,0.75,UCGmxS5xxYQRxZMqe7tSko2g,proconorg
Progressive Army,Left,NA,https://progressivearmy.com,progressivearmy,1,UCMCioqY4zblWt7Uw0E0VTGA,
Project Censored,Left,NA,https://www.projectcensored.org,projectcensored,1,UCJoF7fHbtskvHH-fJUBRddQ,ProjectCensored
Project on Government Oversight,Center,NA,https://www.pogo.org,pogoblog,0.6666666667,UCZBEpllW49CkLE0szqpvJAQ,GovtOversight
Project Syndicate,Left-center,Czech Republic,https://www.project-syndicate.org,prosyn,0.5217391304,UCnSXdCNbGIrWH0l1yC3YULw,ProjectSyndicate
Project Veritas,Right,USA,https://www.projectveritas.com,project_veritas,0.9655172414,UCL9PlYkRD3Q-RZca6CCnPKw,veritasvisuals
ProPublica,Left-center,USA,https://www.propublica.org,propublica,1,UCtCL58_DaVdVRmev3yHK7pg,propublica
Prospect Magazine,Left-center,United Kingdom,https://www.prospectmagazine.co.uk,prospect_uk,0.5925925926,UC0R0N538mji8FUlyE8JZmug,ProspectMagazine2013
Public Citizen,Left-center,USA,https://www.citizen.org,public_citizen,0.6666666667,UCZnQ-RftK89U204SBhXLXZA,PublicCitizen
Public Interest Legal Foundation,Right,USA,https://publicinterestlegal.org,pilfoundation,0.25,,
Public Policy Polling,Center,USA,https://www.publicpolicypolling.com,ppppolls,0.4444444444,,
Public Radio International (PRI),Left-center,USA,https://www.pri.org,pri,1,,
Public Religion Research Institute (PRRI),Center,USA,https://www.prri.org,prripoll,0.6666666667,UC1VKYCVrQ21DSjg8oY7I2EQ,
PunchingBag Post,Right-center,NA,http://punchingbagpost.com,punchingbagnews,0.8,UCJr72fY4cTaNZv7WPbvjaSw,Envato
Quad City Times,Center,USA,https://qctimes.com,qctimes,1,UCbSSIUtyiWFFBIF14ivyKQQ,QuadCityTimes
Quartz,Left-center,USA,https://qz.com,qz,1,UC9f78Z5hgtDt0n8JWyfBk8Q,quartznews
Queerty,Left,NA,https://www.queerty.com,queerty,1,UCLYgazsko-JyGriKjY3OLXQ,QueertyTV
R Street Institute,Right-center,NA,https://www.rstreet.org,rsi,0.4,UCgb_ZUMEkHHVpmEXp4xTtEA,RStreetInstitute
Rabble.ca,Left,Canada,https://rabble.ca,rabbleca,0.8571428571,UCMsWTbr8EdXTXsmRTWqkZMA,rabbletv
Radio Free Asia,Left-center,NA,https://www.rfa.org,radiofreeasia,0.375,UCirnBv9qGKCJYZSaWmYGFaQ,RFAVideo
Radio Free Europe / Radio Liberty,Center,USA,https://www.rferl.org,rferl,1,UCG_Qif8SJIS3XxU8iqHoInw,rferlonline
Raleigh News and Observer,Left-center,USA,https://www.newsobserver.com,newsobserver,1,UCASQzDb4SUC0gZNPbwBubIQ,newsobservertube
Rand Corporation,Center,USA,https://www.rand.org,randcorporation,0.4210526316,UCTnsIW_melVWGQC_dxQh45g,TheRANDCorporation
Rantt Media,Left,USA,https://rantt.com,ranttmedia,0.6666666667,UCivQOc0wSLqXNNWwi9sAmbA,
Rapid City Journal,Center,NA,https://rapidcityjournal.com,rcjournal,0.72,UCIBn5bYosKGdOKVh0N89QRA,RapidCityJournal
Rappler,Left,NA,https://www.rappler.com,rapplerdotcom,0.7,UCdnZdQxYXnbN4uWJg96oGxw,rapplerdotcom
Rare News,Right-center,NA,https://rare.us,rare,1,UCcotBOxogl9uWq2XIt08pBA,RareUS2013
Rasmussen Reports,Right-center,USA,https://www.rasmussenreports.com,rasmussen_poll,0.7333333333,UCuVhBEqkZmnj1fXtnH3fJJA,
RationalWiki,Left-center,USA,https://rationalwiki.org,rationalwiki,1,,
Raw Story,Left,USA,https://www.rawstory.com,rawstory,1,,
Reader Supported News (RSN),Left,NA,https://readersupportednews.org,rsnnow,0.32,,
Reader’s Digest,Right,USA,https://www.rd.com,readersdigest,0.2666666667,UCKV_ACaioUGSz0pyg07Zekg,readersdigest
Reading the Pictures,Left,NA,https://www.readingthepictures.org,readingthepix,0.7741935484,UCQtQBtdJBBvCCtK1AS_ZcDA,bagnewssalon
Real Clear Defense,Right-center,USA,https://www.realcleardefense.com,rcdefense,0.72,,
Real Clear Investigations,Right-center,USA,https://www.realclearinvestigations.com,rcinvestigates,0.7027027027,,
Real Clear Policy,Right-center,NA,https://www.realclearpolicy.com,realclearpolicy,1,,
Real Clear Politics,Right-center,USA,https://www.realclearpolitics.com,realclearnews,0.6666666667,,
Real Clear Religion,Right-center,NA,https://www.realclearreligion.org,realclearrelig,0.9032258065,,
Real News Network,Left,USA,https://therealnews.com,therealnews,1,UCrmm_7RDZJeQzq2-wvmjueg,TheRealNews
Reason,Right-center,USA,https://reason.com,reason,1,UC0uVZd8N7FfIZnPu0y7o95A,reasontv
Rebel News,Right,Canada,https://www.rebelnews.com,rebelnewsonline,0.75,UCGy6uV7yqGWDeUWTZzT3ZEg,
Red Pepper,Left,NA,https://www.redpepper.org.uk,redpeppermag,0.8571428571,,
Red River Valley News,Right-center,NA,https://www.valleynewslive.com,valleynewslive,1,UCqDsOEMBTH8Ypk84vaKsKrA,ValleyNewsLive
Red Youth,Left,NA,https://redyouth.org,redyouthgb,0.8888888889,UCuheZcRX5c9ntMzejI0afrA,ProletarianCPGBML
Regina Leader Post,Right-center,Canada,https://leaderpost.com,leaderpost,1,UCNjXZ_e01dMqfjbb9lGCoWA,
Religion News Service,Left-center,NA,https://religionnews.com,rns,0.4,UCaWNn4aFJSqZW9FlN2YJP9g,religionnews1
Remington Research Group,Right-center,NA,https://remingtonresearchgroup.com,titusbond,0.2580645161,,
Renewed Right,Right,NA,https://renewedright.com,renewedright,1,,
Reporters Lab,Center,NA,https://reporterslab.org,reporterslab,1,,
Reporters Without Borders,Center,NA,https://rsf.org,rsf_inter,0.5,UCqnkfAaM9RA2uNwTB5MnNrA,RSFinternet
Represent.Us,Left-center,USA,https://represent.us,representus,0.9,UCRzgK52MmetD9aG8pDOID3g,UnitedRepublicVideo
Republic Report,Left,USA,https://www.republicreport.org,republic_report,0.9655172414,,
Republic World,Right-center,India,https://www.republicworld.com,republic,0.7619047619,UCwqusr8YDwM-3mEYTDeJHzw,
Resilience (Post Carbon Institute),Left,USA,https://www.resilience.org,buildresilience,0.8,UC4aS7WdRm8_IkIBpDVJZNww,postcarboninstitute
Restore American Glory,Right,NA,http://www.restoreamericanglory.com,restore_ag,0.6,,
Reuters,Center,United Kingdom,https://www.reuters.com,reuters,1,UChqUTb7kYRX8-EiaN3XFrSQ,ReutersVideo
Revcom.us,Left,NA,https://revcom.us,jasminesonadora,0.09523809524,UCBHaevn-06RSuh3k9LkA2BA,
Reveal,Left-center,USA,https://www.revealnews.org,reveal,0.75,UCdmqkUIfXt2cMBOLQsijMFg,theifilestv
Rewire.news,Left,USA,https://rewire.news,rewire_news,0.7058823529,,
Richmond Times Dispatch,Right-center,USA,https://www.richmond.com,rtdnews,0.2666666667,UCs7JOfbJVlXrcoypLczuP6Q,RTDNewsroom
Richochet,Right,NA,https://ricochet.com,ricochet,1,,
Right Wing Watch,Left,USA,https://www.rightwingwatch.org,rightwingwatch,1,UCMXqRHe8n1TX5iDvkLS62rw,RWWBlog
Ring of Fire,Left,USA,https://trofire.com,ringoffireradio,0.5454545455,UCYWIEbibRcZav6xMLo9qWWw,golefttv
RiverBender.com,Center,NA,https://www.riverbender.com,riverbendernews,0.8461538462,UC215e0pmZON6sCXSoL2Pnxg,
Riverdale Press,Center,USA,https://riverdalepress.com,riverdalepress,1,UCTql2SxnOP31plt3tf6XfAg,
Roanoke Times,Left-center,NA,https://www.roanoke.com,roanoketimes,0.7368421053,UCVuU6CezHTOpADgcLZ-tZhw,theroanoketimes
Rock Hill Herald,Left-center,USA,https://www.heraldonline.com,rhherald,0.6,UCX-7YWAOdZ6P6tPRXeEs49A,rockhillheraldonline
Roll Call,Center,USA,https://www.rollcall.com,rollcall,1,UCEpx2l9WZ3jyCCcCKheKi4g,RollCallVideo
RollingStone.com,Left,USA,https://www.rollingstone.com,rollingstone,1,UC-JblcinswY50lrUdSaRNEg,
Ron Paul Liberty Report,Right,NA,http://www.ronpaullibertyreport.com,ronpaul,0.5185185185,UCkJ1N-7g9Q6n7KnriGit-Ig,
Roosevelt Institute,Left-center,USA,https://rooseveltinstitute.org,rooseveltinst,0.8387096774,,
RTE (Radio Television of Ireland),Center,NA,https://www.rte.ie,rte,1,UCGnlgHCdAsCNeAdNRTbS4hg,rte
Rudaw,Left-center,NA,http://rudaw.net,rudawkurdish,0.5882352941,UCAUHoE2Ykw0sguyi5AjhrjQ,
Sabah,Right,Turkey,https://www.sabah.com.tr,sabah,1,UCGgVyu1fB_NblkfsYR-eEjg,
Salem Radio Network News (SRN News),Right-center,NA,https://www.srnnews.com,srnnews,1,UCdiCMfpu2LbOiJFHBpu38pQ,
Salon,Left,USA,https://www.salon.com,salon,1,UC-JSIhoXcKetaEeYOpvwcIQ,SalonDotCom
Salt Lake Tribune,Left-center,USA,https://www.sltrib.com,sltrib,1,UCZj3_eWQ4f4oHm_x-wsxG7Q,sltrib
San Antonio Express News,Left-center,USA,https://www.expressnews.com,expressnews,1,UCAooFMshgmN8IX5yIcO5k-g,
San Bernardino Sun,Right-center,USA,https://www.sbsun.com,sbsun,1,UClkh00cS2e23tzFeJv7toPg,
San Diego Reader,Left-center,USA,https://www.sandiegoreader.com,sdreader,0.7272727273,UCTAkZ_TUCLSRjzGa7FoBK5Q,sandiegoreader
San Diego Union Tribune,Center,USA,https://www.sandiegouniontribune.com,sdut,0.3333333333,UCKCbC7uTe7dRtKPou10JKtQ,
San Francisco Chronicle,Left-center,USA,https://www.sfchronicle.com,sfchronicle,1,UCHNRIjq2A7x5_rF8LtkXdsg,SFChronicle
San Francisco Examiner,Left-center,NA,https://www.sfexaminer.com,sfexaminer,1,UCAwnKLwaI5G-WczVDcEjNcw,sfexaminer
San Jose Mercury News,Left-center,USA,https://www.mercurynews.com,mercnews,0.8421052632,UCKpv0aXnKBkiU5uiEWAdpgg,Mercurynews
